OrderID,OrderDate,Customer Name,Product,Quantity,Unit Price,Sales Rep,Region,Order Status
372,1/6/2025,alex brown,Laptop,3,800,LIAM JONES,North,Pending
373,1/7/2025,john doe,Office Chair,1,150,Noah White,South,Completed
374,1/8/2025,Susan Lee,Mouse,4,20,Emma Stone,East,Completed
375,1/9/2025,MARY SMITH,Keyboard,2,50,Olivia King,EAST,Pending
376,1/10/2025,alex brown,Desk,5,300,Emma Stone ,North,Completed
377,1/11/2025,john doe,Laptop,2,800,LIAM JONES,West,Pending
378,1/12/2025,Susan Lee,Office Chair,3,150,Noah White,eastern,Completed
379,13/01/2025,MARY SMITH,Mouse,1,20,Emma Stone,East,Completed
380,14/01/2025,alex brown,Keyboard,2,50,Olivia King,North,Pending
381,15/01/2025,john doe,Desk,4,300,Emma Stone ,South,Completed
382,16/01/2025,Susan Lee,Laptop,,800,LIAM JONES,EAST,Pending
383,17/01/2025,MARY SMITH,Office Chair,2,150,Noah White,East,Completed
384,18/01/2025,alex brown,Mouse,5,20,Emma Stone,eastern,Completed
385,19/01/2025,john doe,Keyboard,2,50,Olivia King,West,Pending
386,20/01/2025,Susan Lee,Desk,3,300,Emma Stone ,North,Completed
387,21/01/2025,MARY SMITH,Laptop,2,800,LIAM JONES,South,Completed
388,22/01/2025,alex brown,Office Chair,1,150,Noah White,EAST,Pending
389,23/01/2025,john doe,Mouse,4,20,Emma Stone,East,Completed
390,24/01/2025,Susan Lee,Keyboard,2,50,Olivia King,West,Completed
391,25/01/2025,MARY SMITH,Desk,5,300,Emma Stone ,North,Pending
392,26/01/2025,alex brown,Laptop,3,800,LIAM JONES,South,Completed
393,27/01/2025,john doe,Office Chair,2,150,Noah White,eastern,Completed
394,28/01/2025,Susan Lee,Mouse,1,20,Emma Stone,East,Pending
395,29/01/2025,MARY SMITH,Keyboard,4,50,Olivia King,North,Completed
396,30/01/2025,alex brown,Desk,2,300,Emma Stone ,South,Completed
397,31/01/2025,john doe,Laptop,5,800,LIAM JONES,EAST,Pending
398,2/1/2025,Susan Lee,Office Chair,3,150,Noah White,East,Completed
399,2/2/2025,MARY SMITH,Mouse,2,20,Emma Stone,eastern,Completed
400,2/3/2025,alex brown,Keyboard,1,50,Olivia King,West,Pending
401,2/4/2025,john doe,Desk,2,300,Emma Stone ,North,Completed
402,2/5/2025,Susan Lee,Laptop,3,800,LIAM JONES,South,Pending
403,2/6/2025,MARY SMITH,Office Chair,1,150,Noah White,EAST,Completed
404,2/7/2025,alex brown,Mouse,4,20,Emma Stone,East,Completed
405,2/8/2025,john doe,Keyboard,2,50,Olivia King,West,Pending
406,2/9/2025,Susan Lee,Desk,5,300,Emma Stone ,North,Completed
407,2/10/2025,MARY SMITH,Laptop,2,800,LIAM JONES,South,Completed
408,2/11/2025,alex brown,Office Chair,3,150,Noah White,eastern,Pending
409,2/12/2025,john doe,Mouse,1,20,Emma Stone,East,Completed
410,13/02/2025,Susan Lee,Keyboard,4,50,Olivia King,North,Completed
411,14/02/2025,MARY SMITH,Desk,2,300,Emma Stone ,South,Pending
412,15/02/2025,alex brown,Laptop,3,800,LIAM JONES,EAST,Completed
413,16/02/2025,john doe,Office Chair,2,150,Noah White,East,Completed
414,17/02/2025,Susan Lee,Mouse,5,20,Emma Stone,eastern,Pending
415,18/02/2025,MARY SMITH,Keyboard,1,50,Olivia King,West,Completed
416,19/02/2025,alex brown,Desk,4,300,Emma Stone ,North,Completed
417,20/02/2025,john doe,Laptop,2,800,LIAM JONES,South,Pending
418,21/02/2025,Susan Lee,Office Chair,3,150,Noah White,EAST,Completed
419,22/02/2025,MARY SMITH,Mouse,2,20,Emma Stone,East,Completed
420,23/02/2025,alex brown,Keyboard,5,50,Olivia King,North,Pending
421,24/02/2025,john doe,Desk,1,300,Emma Stone ,South,Completed
422,25/02/2025,Susan Lee,Laptop,4,800,LIAM JONES,EAST,Pending
423,26/02/2025,MARY SMITH,Office Chair,2,150,Noah White,East,Completed
424,27/02/2025,alex brown,Mouse,3,20,Emma Stone,eastern,Completed
425,28/02/2025,john doe,Keyboard,2,50,Olivia King,West,Pending
426,3/1/2025,Susan Lee,Desk,5,300,Emma Stone ,North,Completed
427,3/2/2025,MARY SMITH,Laptop,3,800,LIAM JONES,South,Completed
428,3/3/2025,alex brown,Office Chair,1,150,Noah White,EAST,Pending
429,3/4/2025,john doe,Mouse,4,20,Emma Stone,East,Completed
430,3/5/2025,Susan Lee,Keyboard,2,50,Olivia King,North,Completed
431,3/6/2025,MARY SMITH,Desk,3,300,Emma Stone ,South,Pending
432,3/7/2025,alex brown,Laptop,2,800,LIAM JONES,East,Completed
433,3/8/2025,john doe,Office Chair,4,150,Noah White,eastern,Completed
434,3/9/2025,Susan Lee,Mouse,1,20,Emma Stone,East,Pending
435,3/10/2025,MARY SMITH,Keyboard,5,50,Olivia King,West,Completed
436,3/11/2025,alex brown,Desk,2,300,Emma Stone ,North,Completed
437,3/12/2025,john doe,Laptop,3,800,LIAM JONES,South,Pending
438,13/03/2025,Susan Lee,Office Chair,2,150,Noah White,EAST,Completed
439,14/03/2025,MARY SMITH,Mouse,4,20,Emma Stone,East,Completed
440,15/03/2025,alex brown,Keyboard,1,50,Olivia King,North,Pending
441,16/03/2025,john doe,Desk,5,300,Emma Stone ,South,Completed
442,17/03/2025,Susan Lee,Laptop,2,800,LIAM JONES,EAST,Pending
443,18/03/2025,MARY SMITH,Office Chair,3,150,Noah White,East,Completed
444,19/03/2025,alex brown,Mouse,2,20,Emma Stone,eastern,Completed
445,20/03/2025,john doe,Keyboard,4,50,Olivia King,West,Pending
446,21/03/2025,Susan Lee,Desk,1,300,Emma Stone ,North,Completed
447,22/03/2025,MARY SMITH,Laptop,5,800,LIAM JONES,South,Pending
448,23/03/2025,alex brown,Office Chair,2,150,Noah White,EAST,Completed
449,24/03/2025,john doe,Mouse,3,20,Emma Stone,East,Completed
450,25/03/2025,Susan Lee,Keyboard,2,50,Olivia King,North,Pending
451,26/03/2025,MARY SMITH,Desk,4,300,Emma Stone ,South,Completed
452,27/03/2025,alex brown,Laptop,1,800,LIAM JONES,EAST,Pending
453,28/03/2025,john doe,Office Chair,3,150,Noah White,East,Completed
454,29/03/2025,Susan Lee,Mouse,2,20,Emma Stone,eastern,Completed
455,30/03/2025,MARY SMITH,Keyboard,5,50,Olivia King,West,Pending
456,31/03/2025,alex brown,Desk,1,300,Emma Stone ,North,Completed
457,4/1/2025,john doe,Laptop,2,800,LIAM JONES,South,Pending
458,4/2/2025,Susan Lee,Office Chair,4,150,Noah White,EAST,Completed
459,4/3/2025,MARY SMITH,Mouse,3,20,Emma Stone,East,Completed
460,4/4/2025,alex brown,Keyboard,2,50,Olivia King,North,Pending
461,4/5/2025,john doe,Desk,5,300,Emma Stone ,South,Completed
462,4/6/2025,Susan Lee,Laptop,2,800,LIAM JONES,EAST,Pending
463,4/7/2025,MARY SMITH,Office Chair,1,150,Noah White,East,Completed
464,4/8/2025,alex brown,Mouse,4,20,Emma Stone,eastern,Completed
465,4/9/2025,john doe,Keyboard,3,50,Olivia King,West,Pending
466,4/10/2025,Susan Lee,Desk,2,300,Emma Stone ,North,Completed
467,4/11/2025,MARY SMITH,Laptop,5,800,LIAM JONES,South,Pending
468,4/12/2025,alex brown,Office Chair,3,150,Noah White,EAST,Completed
469,13/04/2025,john doe,Mouse,1,20,Emma Stone,East,Completed
470,14/04/2025,Susan Lee,Keyboard,4,50,Olivia King,North,Pending
471,15/04/2025,MARY SMITH,Desk,2,300,Emma Stone ,South,Completed
472,16/04/2025,alex brown,Laptop,3,800,LIAM JONES,EAST,Pending
473,17/04/2025,john doe,Office Chair,2,150,Noah White,East,Completed
474,18/04/2025,Susan Lee,Mouse,5,20,Emma Stone,eastern,Completed
475,19/04/2025,MARY SMITH,Keyboard,2,50,Olivia King,West,Pending
476,20/04/2025,alex brown,Desk,1,300,Emma Stone ,North,Completed
477,21/04/2025,john doe,Laptop,4,800,LIAM JONES,South,Pending
478,22/04/2025,Susan Lee,Office Chair,2,150,Noah White,EAST,Completed
479,23/04/2025,MARY SMITH,Mouse,3,20,Emma Stone,East,Completed
480,24/04/2025,alex brown,Keyboard,1,50,Olivia King,North,Pending
481,25/04/2025,john doe,Desk,5,300,Emma Stone ,South,Completed
482,26/04/2025,Susan Lee,Laptop,2,800,LIAM JONES,EAST,Pending
483,27/04/2025,MARY SMITH,Office Chair,4,150,Noah White,East,Completed
484,28/04/2025,alex brown,Mouse,2,20,Emma Stone,eastern,Completed
485,29/04/2025,john doe,Keyboard,3,50,Olivia King,West,Pending
486,30/04/2025,Susan Lee,Desk,2,300,Emma Stone ,North,Completed
487,5/1/2025,MARY SMITH,Laptop,1,800,LIAM JONES,South,Pending
488,5/2/2025,alex brown,Office Chair,3,150,Noah White,EAST,Completed
489,5/3/2025,john doe,Mouse,2,20,Emma Stone,East,Completed
490,5/4/2025,Susan Lee,Keyboard,5,50,Olivia King,North,Pending
491,5/5/2025,MARY SMITH,Desk,2,300,Emma Stone ,South,Completed
492,5/6/2025,alex brown,Laptop,4,800,LIAM JONES,EAST,Pending
493,5/7/2025,john doe,Office Chair,1,150,Noah White,East,Completed
494,5/8/2025,Susan Lee,Mouse,3,20,Emma Stone,eastern,Completed
495,5/9/2025,MARY SMITH,Keyboard,2,50,Olivia King,West,Pending
496,5/10/2025,alex brown,Desk,5,300,Emma Stone ,North,Completed
497,5/11/2025,john doe,Laptop,2,800,LIAM JONES,South,Pending
498,5/12/2025,Susan Lee,Office Chair,4,150,Noah White,EAST,Completed
499,13/05/2025,MARY SMITH,Mouse,1,20,Emma Stone,East,Completed
500,14/05/2025,alex brown,Keyboard,3,50,Olivia King,North,Pending
